Root,Serial,Word,Guideword,Level,part_of_speech,Topic
-,000000,adoption,-,B2,noun,relationships
-,000000,advance,PROGRESS,B2,noun,-
-,000000,take advantage of sb/sth ,-,B2,phrase,-
-,000000,advantage,SUCCESS,B2,noun,-
-,000000,adventurous,-,B2,adjective,people: personality
-,000000,advertising,-,B2,noun,"arts and media, work"
-,000000,affair,RELATIONSHIP,B2,noun,relationships
-,000000,affair,SITUATION,B2,noun,-
-,000000,affect,CAUSE CHANGE,B2,verb,-
-,000000,affect,CAUSE EMOTION,B2,verb,-
-,000000,affection,-,B2,noun,people: personality
-,000000,after,BECAUSE OF,B2,preposition,-
-,000000,yet again,-,B2,phrase,-
-,000000,all over again,-,B2,phrase,-
-,000000,against,NOT AGREE,B2,preposition,communication
-,000000,against the law,-,B2,phrase,crime
-,000000,agent,BUSINESS,B2,noun,"shopping, work"
-,000000,agent,SECRET INFORMATION,B2,noun,work
-,000000,aggressive,VIOLENT,B2,adjective,people: personality
-,000000,aggressively,-,B2,adverb,people: personality
-,000000,agree,SAY YES,B2,verb,-
-,000000,agree with sth,-,B2,phrasal verb,-
-,000000,agreement,DECISION,B2,noun,communication
-,000000,agreement,SAME OPINION,B2,noun,communication
-,000000,agriculture,-,B2,noun,-
-,000000,ahead,MORE POINTS,B2,adverb,-
-,000000,be aimed at sb,-,B2,phrase,-
-,000000,the air,-,B2,phrase,-
-,000000,aircraft,-,B2,noun,travel
-,000000,alike,SIMILAR,B2,adverb,-
-,000000,alike,BOTH,B2,adverb,-
-,000000,in all,-,B2,phrase,-
-,000000,all over again,-,B2,phrase,-
-,000000, all of a sudden,-,B2,phrase,-
-,000000, all along,-,B2,phrase,-
-,000000, all in all,-,B2,phrase,communication
-,000000,all over the place,-,B2,phrase,-
-,000000,leave sb alone,-,B2,phrase,-
-,000000,along,PARTICULAR PLACE,B2,preposition,-
-,000000, all along,-,B2,phrase,-
-,000000,along with sb/sth,-,B2,phrase,-
-,000000,alphabetical,-,B2,adjective,communication
-,000000,alter,-,B2,verb,-
-,000000,alternative,-,B2,noun,-
-,000000,alternative,NOT USUAL,B2,adjective,-
-,000000,alternative,DIFFERENT PLAN,B2,adjective,-
-,000000,alternatively,-,B2,adverb,communication
-,000000,altogether,COMPLETELY,B2,adverb,-
-,000000,altogether,GENERALLY,B2,adverb,-
-,000000,aluminium,-,B2,noun,natural world
-,000000,always,MANY TIMES,B2,adverb,-
-,000000,amazement,-,B2,noun,people: personality
-,000000,ambassador,-,B2,noun,"politics, work"
-,000000,ambitious,PERSON,B2,adjective,people: personality
-,000000,ambition,STRONG FEELING,B2,noun,people: personality
-,000000,ambitious,PLAN,B2,adjective,-
-,000000,among other things,-,B2,phrase,communication
-,000000,"among the best/worst/biggest, etc.",-,B2,phrase,-
-,000000,amongst,-,B2,preposition,-
-,000000,amuse,MAKE LAUGH,B2,verb,communication
-,000000,amuse,KEEP INTERESTED,B2,verb,-
-,000000,keep sb amused,-,B2,phrase,-
-,000000,amused,FUNNY,B2,adjective,people: personality
-,000000,amusement,FEELING,B2,noun,people: personality
-,000000,amusement,ENTERTAINMENT,B2,noun,-
-,000000,analyse,-,B2,verb,people: actions
-,000000,analysis,-,B2,noun,-
-,000000,analyst,-,B2,noun,work
-,000000,ancestor,-,B2,noun,relationships
-,000000,anger,-,B2,noun,people: personality
-,000000,animal,NOT A PLANT,B2,noun,-
-,000000,annually,-,B2,adverb,-
-,000000,anxiety,-,B2,noun,people: personality
-,000000,anxiously,-,B2,adverb,people: personality
-,000000,anxious,EAGER,B2,adjective,people: personality
-,000000,anyhow,DESPITE,B2,adverb,communication
-,000000,anyhow,EARLIER SUBJECT,B2,adverb,communication
-,000000,anyhow,MORE IMPORTANTLY,B2,adverb,communication
-,000000,anything like,-,B2,phrase,-
-,000000,or anything,-,B2,phrase,-
-,000000,not/never get anywhere,-,B2,phrase,-
-,000000,apart,RELATIONSHIP,B2,adverb,-
-,000000,apart,INTO PIECES,B2,adverb,-
-,000000,apostrophe,-,B2,noun,communication
-,000000,apparent,OBVIOUS,B2,adjective,-
-,000000,apparently,AS HEARD/READ,B2,adverb,communication
-,000000,apparently,SEEMS TRUE,B2,adverb,communication
-,000000,appeal,QUALITY,B2,noun,people: personality
-,000000,appeal,ATTRACT,B2,verb,people: personality
-,000000,it appears (that),-,B2,phrase,-
-,000000,appear,BECOME AVAILABLE,B2,verb,shopping
-,000000,appearance,IN PUBLIC,B2,noun,arts and media
-,000000,appearance,BECOMING AVAILABLE,B2,noun,shopping
-,000000,application,COMPUTER SOFTWARE,B2,noun,technology
-,000000,apply,AFFECT,B2,verb,-
-,000000,appreciate,VALUE,B2,verb,people: personality
